Altruis the Sufferer in western Nagrand has asked that you recover the Master Planner's Blueprints.	The Master Planner	All forge camps have a master planner. The master planner dictates what types of structures are present at a forge camp and how each structure is situated. Moreover, this information is kept on a set of blueprints that the planner carries around on their person. We need the master planner's blueprints. Armed with such exacting information, we could persuade an acquaintance of mine to lend some assistance. Find the mo'arg master planner and take his blueprints. He will be stationed behind the forges. 
Take the Vial of Void Horror Ooze to Researcher Navuud at the Protectorate Watch Post in Netherstorm.	The Horrors of Pollution	You carefully fill a vial with the fallen void horror's ooze. Researcher Navuud at the Protectorate Watch Post would be quite interested in such a find! Take it to him at once! 
Retrieve 5 of Lathrai's Stolen Goods. Return them to Wind Trader Lathrai near the World's End Tavern in the Lower City section of Shattrath City.	A Personal Favor	Hmmm? A box you say? Or was it several? Do you know what material the box was constructed from? And what was the name of this merchant? Empoor? Are you certain that he's one of the Broken? I don't do much business with their kind. Perhaps my memory would be jogged if you were to do me a favor? The Skithian arakkoa - primitive casters that they are - recently stole a huge shipment of my more exotic goods. I want it all back! You can find Veil Skith just to the south of Shattrath City. 
Bring 4 Haal'eshi Scrolls to Arcanist Calesthris Dawnstar at Falcon Watch in Hellfire Peninsula.	Magic of the Arakkoa	Outland holds many secrets, George. It's only a matter of time before we uncover them all. The half-bird, half-man species of the arakkoa possesses ancient arcane knowledge that would aid us greatly in our exploration of this world. Travel to the Den of Haal'esh, south of here. Obtain any magical scrolls that the Haal'eshi might be carrying on them and bring them to me. 
Cleanse 8 Trampled Skeletons on the Path of Glory with Draenei Holy Water, then return to Warp-Scryer Kryv at Honor Hold.	The Path of Glory	The 'Path of Glory,' they called it. A road leading from the heart of their gruesome fortress to the Dark Portal, paved with the bones of my people. It wasn't enough for them to hunt us down like animals, destroy our cities, and torture those who survived. No, they had to use our bones as paving stones, denying my brethren a proper burial under the Light. Those tortured souls still wander these lands, crying out for release. I ask you, George, help me in this undertaking. 
Use the Flaming Torch to burn the Eastern Alliance Cannon and the Western Alliance Cannon, and then return to Megzeg Nukklebust in Thrallmar.	Burn It Up... For the Horde!	I'm a lucky, lucky goblin. I get to make explosives and killing machines, knowing they'll be used immediately on important missions! Speaking of missions, I just got one from Thrallmar command: burn the Alliance cannons on the far side of the Path of Glory... the ones pointing dangerously close to Horde fortifications. Take this torch and make your way to each cannon. Fire the torch and watch the sparks fly! 
	Felspark Ravine	Doom Lord Kazzak commands the Burning Legion in Outland. While we can't get to Kazzak - yet - we can and must get to his lieutenants that command Legion troops from the ground. They have stationed dreadlords in Felspark Ravine, east of here. They are responsible for these infernal storms that rain down upon our heads. To take them and their minions out would be a great set back to the Burning Legion. 
Researcher Navuud at the Protectorate Watch Post in Netherstorm has asked that you destroy 30 Void Waste Globules and 30 Seeping Sludge Globules.	Electro-Shock Goodness!	Around the ruined manaforge you will find the run-off of Dimensius's handy work. Seeping sludge occupies the pools that surround Ultris. Directly below those pools, where the Ethereum Staging Grounds now stand, you will find even more run-off in the form of void waste. The best method of disposal is to use electro-shock to break slimes down to globules. Use this elixir to augment your attacks with electricity. The resultant discharge will break the slimes up into their raw form. Destroy the globules! 
Bring the Fel Orc Plans to Rokag at Stonebreaker Hold.	An Unseen Hand	The writing on the plans is far too delicate and precise to have come from any of the fel orcs. You can't make out what the text says, but the implications are pretty clear: the fel orcs are taking orders from the blood elves at Firewing Point. Why would the two forces be working together? Rokag might have some insight into this odd alliance. You decide to make your way back to Stonebreaker Hold and show him the map. 
Bring Ironjaw's Pelt to Malukaz at Stonebreaker Hold.	Patriarch Ironjaw	You've done well in gathering the first pelts. The final piece of the vestments requires a pelt unlike any other. There is one particular wolf, an old and cunning one, that has earned his place as the patriarch of the forest wolves. He is known among them as Ironjaw, the mighty hunter. In my visions, I have seen him wandering the northeastern region of the forest. Including his pelt in the vestments will surely light the wolf spirit's path. Do not mourn Ironjaw. He will be well honored. 
Slay 5 Raging Colossi and then return to Tola'thion at the Cenarion Post in Hellfire Peninsula.	Colossal Menace	You see that huge red crystal to the north? It fell from the sky not long ago, causing a massive earthquake. When we came out here to investigate the disturbance, we found all of these colossi wandering about that weren't previously here. There's definitely something strange about that crystal and the energies that it's emanating, but I don't have time for that. Those mountain giants are my immediate concern. I want you to head up to Fallen Sky Ridge with some friends and deal with them. 
Report to Stormer Ewan Wildwing at the Deathforge Tower.	The Deathforge	From your findings at Legion Hold, we know that the Legion's Shadow Council allies are producing infernals in the Deathforge. I've dispatched a small scouting party to keep watch over the area, but they're not able to accomplish everything we need. If the Deathforge is left alone to operate, they'll rebuild the infernal stockpile that you destroyed at Legion Hold. I want you to meet up with Stormer Ewan Wildwing, at the Deathforge Tower, to the northwest, overlooking the Deathforge itself. 
Stormer Ewan Wildwing at Deathforge Tower wants you to search the Deathforge for Flanis Swiftwing and recover Flanis's Pack.	The Fate of Flanis	Wing Commander Nuainn originally sent three of us out here to keep watch over the Deathforge and to gather information. Flanis Swiftwing volunteered to try to infiltrate the Deathforge, but we haven't heard anything from him in days. I fear the worst, George. Flanis is a skilled scout, but if he's gotten in over his head, we have no way of knowing. Search the Deathforge for him and recover any information or items he might have collected. 
Go to Boulder'mok and collect 3 Grisly Totems from the Boulder'mok ogres. Use Sablemane's Trap at Gorgrom's Altar to set the trap and summon and kill Gorgrom the Dragon-Eater. When Gorgrom is dead, place the 3 Grisly Totems near his corpse, then return to Rexxar at Thunderlord Stronghold in the Blade's Edge Mountains.	Gorgrom the Dragon-Eater	The gronn we seek is Gorgrom the Dragon-Eater. With Sablemane's trap, you will make short work of the gronn. You will find him accepting sacrifices from the ogres of Boulder'mok. Follow the road north from the Circle of Blood, then west at Ruuan Weald. Go northwest through the tunnel. First, kill the ogres for their heads. We will send a message. Set the trap at his altar. When he is dead, plant the grisly totems near him - none can mistake that message. Take the bear.<Misha growls.> 
Bring Albreck's Findings to Apothecary Antonivich in Thrallmar.	Apothecary Antonivich	George, I have prepared a preliminary report of my findings regarding the Bleeding Hollow orcs. My colleague in Thrallmar, Apothecary Antonivich, will be happy to receive them. He too studies the phenomenon of fel orcs... in hopes of preventing such a tragedy from again befalling our orcish allies. Take him this report, and I will continue my study of the blood you brought me. If fortune is with us, we will isolate the cause of the fel orc affliction. 
Use Archmage Vargoth's Staff to make contact with Archmage Vargoth. If you lose Archmage Vargoth's Staff, speak to Ravandwyr at Area 52 to receive a replacement.	Curse of the Violet Tower	Now, you will be able to use the archmage's staff to contact him. He resides in the Violet Tower, on an 'island' to the southeast. The tower is both sanctuary and prison to him, cursed as it is. Kirin Tor can neither enter nor leave, keeping me apart from my master. The staff's magic can penetrate the tower's defenses, but only if invoked by one outside the Kirin Tor. Take the archmage's staff and use it to conjure his image. Tell him what has happened and that I have not completely failed him. 
Collect 7 Mana Wraith Essences and return them to Chief Engineer Trep at Area 52 in the Netherstorm.	Essence for the Engines	As the X-52's chief of engineering, I have to see to it that the nether-rocket's main engines are in tip-top shape. Unfortunately, I haven't built them yet. Mechanic, I'm in dire straits here! I have almost all of the parts. All that I'm missing is the engine core. Luckily for us, I think we can make use of the essence from the local mana wraiths to jump-start the engines. They can be found near most of the glowing trenches in the northern part of the island. Except for here in Area 52, of course. 
Wazat across from Clan Watch in southern Nagrand wants you to bring him 3 Air Elemental Gases.	I Must Have Them!	Do you see them?? By Gazlowe's horrific halitosis, I will have those eggs! Say, you look like you might be of some use. I'll tell you what, Human; if you gather a few items for me to make my Jump-a-tron 4000 functional, I'll give you a key that will let you operate the machine as well! What can you do with a Jump-a-tron 4000 you say? What can't you do is more like it...I'll need air elemental gas from the air elementals of Nagrand. They're all over the place so don't ask me where to find 'em! 
Bring Witch Doctor Tor'gash 6 Burstcap Mushrooms.	Burstcap Mushrooms, Mon!	You like mushrooms, mon? There be a powerful one here in Zangarmarsh, growin' real close to Zabra'jin. You gotta be careful, though, mon. They be callin' it the burstcap for a reason. If you be gettin' too close without takin' the proper precautions, it'll blow right up on you! Poof! Right into a cloud o' toxic spores. I been usin' them for readin' the omens, but they be almost gone now. 
Speak with Rocket-Chief Fuselage at Area 52.	A Mystifying Vision	A strange vision haunts me, George. I see a continuous cloud of smoke ascending toward the sky, left in the wake of a giant fire moving ever faster away. It is not a natural phenomenon, nor a creation of evil; that much I know. I have no knowledge of what it looks like, save that it is the product of the labor of many. Yet, without more hands, it may never come to be. Travel to Netherstorm, Mechanic. Locate those responsible for this creation and offer them your aid. 
Bring the Heavy Stone Axe to Far Seer Regulkut at Thrallmar in Hellfire Peninsula.	The Warchief's Mandate	As you know, the warchief put his power behind this expedition for one reason. This is the world we came from. This is where our roots lie. This journey means different things to orcs and blood elves. To them it's a search for the promised land. To us it's more like returning home. Whoever made this axe is familiar with the old ways and we must contact them. This is too important for us to use ordinary tracking methods. Show the weapon to Far Seer Regulkut; she will know what to do. 
Makuru at the Temple of Telhamat in Hellfire Peninsula wants you to bring him 10 Mag'har Ancestral Beads.	Makuru's Vengeance	Sedai was like a brother to Makuru. We owe him our lives and more! They call Makuru crazy but if the Omenai are not going to do anything about his death then they're the crazy ones! Makuru doesn't have much to call his own in this world, but he will give you his only possession if you avenge Sedai. I've seen the brown orc Mag'har grunts before, up in the hills to the northeast. They hate us! They don't deserve our mercy! Go, avenge Sedai! Bring me their ancestral beads as proof! 
Bring Ishaal's Almanac to Rilak the Redeemed in Lower City inside Shattrath.	An Ally in Lower City	There is an arakkoa in Lower City by the name of Rilak... He can be trusted. Take the book... to him.<Adaris drifts into unconsciousness as he returns the book to you.> 
Locate and kill Z'kral in the mines beneath Honor Hold, then report back to Foreman Biggums.	The Mastermind	Those infernal gan'arg keep scurrying into the mine! For each one you kill, two or three more seem to take its place! There's got to be someone down there in the deepest reaches of the mine directing the incursion. You seemed to do well against them last time, and Light knows you're the only one brave enough to venture back into the mine. Find out who's responsible for this disturbance and make him pay! 
Speak with one of the druids at the Cenarion Thicket in Terokkar Forest.	Hero's Call: Terokkar Forest!	We have lost contact with the druids of the Cenarion ThicketThe King has commanded any able bodies of the Alliance to venture into Terokkar Forest and discover what has happened. The thicket can be found by heading northwest through Terokkar Forest from Zangarmarsh. 
Search for crash survivors.	Investigate the Crash	When I was wounded in the wastes I saw a goblin zeppelin crash. It went down to the northwest, beyond the Expedition Armory. The zeppelin was on fire. Shrieking, burning goblins were falling like bombs from the sky. Of course I was in a lot of pain and I had lost a lot of blood. I may have imagined the whole thing. If you can find any survivors, we can offer them sanctuary here at Spinebreaker Post. 
Speak with Nazgrel in Thrallmar.	Report to Nazgrel	George, during your foray with the Demoniac Scryer, I sent word of your exploits against the fel orcs. Nazgrel, our illustrious leader in Thrallmar, wishes to speak with you. I believe he has a bloody mission in mind... 
Garm Wolfbrother has told you where the Mok'Nathal, Rexxar's people, live. Speak of this to Rexxar at Thunderlord Stronghold in the Blade's Edge Mountains.	The Spirits Have Voices	George, now that you can see me, there is something you must tell Rexxar. I know that he seeks his people, and I know where they are. The Mok'Nathal, as they are known, have a village to the east beyond the Razor Ridge. Go, give Rexxar this news. His people are in danger, and I know that he will want to come to their aid. 
Tree Warden Chawn has asked you to seek out and speak with Treebole, an ancient of lore who lives in the Raven's Wood of the Blade's Edge Mountains.	Treebole Must Know	This is troubling! The arakkoa are causing the ancients and protectors to become possessed by evil spirits! But, there is one ancient that could not possibly have been affected. His name is Treebole, and you must go to him at once if we're to save the trees of the Raven's Wood! Go back to the Raven's Wood. You will find him at the fork in the path just past Grishnath. 
Kill 40 Murkblood Scavengers and 20 Murkblood Raiders.	Once Were Warriors	I do not know you, stranger, but I ask for your help. I feel shame for this, but I am only one orc. Emotions have surfaced that I have never felt. I... I seek vengeance. Blood for blood. Do your people ever feel this? I wish to pick up my axe and split my enemies in two. To swing the weapon until my arms fall lifelessly at my sides, exhausted. Sunspring Post is directly south of this procession. It is there that you will find our enemies... Kill them... Kill them all... 
Lantresor of the Blade at the Burning Blade Ruins in Nagrand wants you to drive 20 Kil'sorrow Banners through the bodies of Warmaul ogres at the Laughing Skull Ruins. Return any unused Kil'sorrow Banners.	Returning the Favor	Now you must plant the seed of war in the fat, useless heads of the Warmaul. To the northwest, near the mountains, you will find the Laughing Skull Ruins.<Lantresor points into the crate of armaments you brought him.>Do you recognize those banners? They are Kil'sorrow banners. I want you to take a stack of Kil'sorrow banners and plant them on the corpses of Warmaul ogres. Remember, northwest is where you will find the ogres. 
	Earning Your Wings...	 
Escort Kayra Longmane to the Cenarion Refuge in Zangarmarsh. Report to Ysiel Windsinger when you've completed this task.	Escape from Umbrafen	You must help me get out of here! I was gathering herbs nearby when a handful of these little savages abducted me. I tried to fight them off, but there were too many of them. Help me return to the Cenarion Refuge and away from these cruel wretches and their vile magic! 
	Mana-Tombs Bonus Objective	 
Follow the trail of golden feathers to find what dropped them.	Birds of a Feather	I have seen many ebon wings in the Maw, but never brilliant golden ones. Now that the aural sequencers are relaying information reliably, we should discover the source of these feathers. Follow the trail, Maw Walker. There is a mystery here... and very likely profit. Gold has value where you come from, does it not? 
Obtain Blacktalon's Claws from Blacktalon the Savage at the Great Fissure and bring it to Ikan at the Temple of Telhamat in Hellfire Peninsula.	The Rock Flayer Matriarch	Rock flayers are mean, nasty, violent creatures. But the plain ones are like tame beasts when compared to their matriarch, Blacktalon the Savage. My cousin got eaten by her and it wasn't pretty. I swore that one day Blacktalon would pay for that. You bring back proof of that monster's death and I will give you my life's savings. Deal? You're going to need some friends to kill Blacktalon. Big tough friends with sharp swords. You'll find her inside a cave in the Great Fissure. Good luck! 
Samia Inkling has asked you to acquire 5 Wyrmcult Nets and return them to her at Evergrove in the Blade's Edge Mountains.	Poaching from Poachers	Pardon me, but I couldn't help but overhear your conversation with Chawn. I'd like to help. I'm studying the Blackwing Coven, and helping the druids in their dealings with them. I am very interested in acquiring a few of their dragon whelps; it would help us to gauge exactly what we're up against by understanding that which they revere. But first, we're going to need to acquire some nets. I noticed that the wyrmcult poachers out in the Ruuan Weald have an abundance of them. 
Use the Staff of Dreghood Elders on Arzeth the Merciless and slay him after he's lost his powers. Return to Naladu at the Ruins of Sha'naar after completing this task.	Arzeth's Demise	Yes, the elemental spirits have returned to us! We are not as strong as we once were, but a little magic can go a long way in the right hands. Arzeth has great powers bestowed upon him by his dark lord. Take this staff. It was once a great symbol of our tribe. Use it against Arzeth and his powers will be temporarily removed from him. Defeat him then, so that my people may finally be free! 
Baron Sablemane wants you to steal Grulloc's Sack, and then return it to him at the Circle of Blood in the Blade's Edge Mountains.	Goodnight, Gronn	I've outdone myself again. I've fashioned a sleeping powder for you to use on Grulloc, the gronn I spoke of who is guarding what I want. Grulloc keeps himself at the Cursed Hollow, an area at the eastern edge of Dragons' End on the other side of the Circle of Blood. If I were you, I wouldn't tarry long once you have his sack. The effects of the dust won't last long. 
Bertelm at the Allerian Stronghold wants you to bring him 12 Timber Worg Tails. The tails can come from either Timber Worgs or Timber Worg Alphas.	Timber Worg Tails	Have you come across the timber worgs in your travels? I've had the opportunity to observe them while mapping some of the northern reaches of the forest. I wouldn't recommend getting close to them unless you're prepared for combat. They have no fear of us and won't hesitate to defend their territory. It's fitting that such a creature would have a magnificent tail. I've been trying to collect enough of them to trim a new cloak, but the worgs have a habit of evading my snares. Will you help? 
Ranger Captain Venn'ren at Falcon Watch wants you to slay 8 Stonescythe Whelps and 3 Stonescythe Alphas at the Great Fissure, east of Falcon Watch.	The Great Fissure	We're dangerously close to becoming fenced in by Alliance forces. With the influx of sin'dorei pilgrims from Azeroth, we must establish a route that's safe from our enemies' prying eyes. I've given it some thought and have arrived at a solution. We're to establish a secret path through the Great Fissure. Yes, even though the area is crawling with brutal rock flayers, they are merely beasts and can be taught to fear us. I want you to go and kill a good number of them. They shall learn fear. 
Bring Blacksting's Stinger to Prospector Conall at Telredor.	Blacksting's Bane	By Khaz'goroth's flaming navel, it's hot here! I can't blame the first party for leaving, but everyone knows 'twasn't the heat that drove them away. No, it was Blacksting, although they won't admit it. They were camped just to the south of the glowing draenei towers to the west, just north of the Feralfen Village, when the giant wasp appears out of nowhere and attacks! I can't wait to see the looks on their faces when I bring the creature's stinger back to Ironforge and show it to them! 
Speak with A'dal in Shattrath City.	The Tempest Key	You have proven yourself capable of great feats, George. Your discovery of the Cipher of Damnation and Kael'Thas' involvement is most important to our cause. Should Kael use the cipher, what little is left of this world may collapse. A'dal is convinced that Kael must be stopped and now seeks adventurers willing to undergo trials. Those that prove their strength will be granted favor by the naaru.<Khadgar nods.>A'dal awaits... 
Take the Mysterious Tome to Althen the Historian in Spinebreaker Post.	Decipher the Tome	This tome appears to be some sort of history written in a secret Alliance cipher. Althen, the historian in Spinebreaker Post, has studied the Unyielding for some time; he may be able to crack the Alliance code and decipher the book. 
Kill Void Baron Galaxis and collect his soul shard. Take the shard to Ogath the Mad in Spinebreaker Post.	From the Abyss	My warp rift generator is complete. You can now use it to summon a true prince of the void, a creature whose soul shard will tell us much of what lies beyond. Go south in Void Ridge and use my warp rift generator near the void stones. Look for a cluster of crystals near the edge of the abyss. A huge warp rift will form and Void Baron Galaxis will surely appear. Destroy this creature and bring me his soul shard. 
Speak with Rally Zapnabber to use the Zephyrium Capacitorium. Return to Tally Zapnabber at Toshley's Station.	Test Flight: Razaan's Landing	George, I raised the efficiency of the Zephyrium Capacitorium by 30 percent. That will launch a test subject of your weight and wind drag ratio to new heights! Want to test my theory? This experiment ought to send you near Razaan's Landing. Speak with Rally... he'll get you prepared for launch. 
Kill 20 Bonechewer Orcs and return to Amadi in Honor Hold.	Fel Orc Scavengers	Scavengers, orcs of the Bonechewer clan, skulk about the ruined battlements overlooking the Path of Glory. We must assume that these fel orcs are gathering war machine parts for their masters within Hellfire Citadel -- they must be stopped! Find Bonechewer orcs to the north, George. Find them and slay them! But use caution, for although these orcs are the lesser of the fel orc clans, their strength is the match of any green-skinned orc we've faced thus far... 
Kill Doctor Gutrick and obtain the Doctor's Key. Use the key to open the Doctor's Strongbox to retrieve The Art of Fel Reaver Maintenance and deliver the book to Plexi at Invasion Point: Cataclysm.	The Art of Fel Reaver Maintenance	The best way to destroy the rest of the Legion's supplies is to use their own weapons against them. I've been working on a rig that will let you take control of one of those Fel Reaver Sentinels below. There are a couple things I need to work out, yet. For that, I'll need the manual that Doctor Gutrick keeps locked in a chest at the bottom of the ramp. He probably won't give up the key without a fight, so you'll need to capture it. Bring the fel reaver manual back to me and I'll do the rest! 
In order to prove yourself to the Mok'Nathal, Leoroxx has ordered you to slay Gnosh Brognat, leader of the ogres at the Bladespire Outpost. Return to Leoroxx at Mok'Nathal Village in the Blade's Edge Mountains after you have done so, or do not return at all.	Since Time Forgotten...	Since time forgotten we have fought with the Bladespire ogres. We have managed to push them back so that now they only hold a tenuous grip at Bladespire Outpost. It's back the way that you came, on the southwestern edge of the Razor Ridge. Prove your worth to me by killing their leader, Gnosh Brognat. Let us see what stuff you are made of when fighting the ogres. 
Chu'a'lor has asked you to speak with Mog'dorg the Wizened atop one of the towers just outside the Circle of Blood in the Blade's Edge Mountains.	The Trouble Below	We commend your zeal in wanting to help out here in Ogri'la, Mechanic. However, we have a favor to ask of you before we can accept your assistance. Down below our brethren are enslaved to the Sons of Gruul. Please, speak with Mog'dorg the Wizened, who is leading an ogre resistance against their gronn masters. Seek him out atop the tower on the eastern side of the Circle of Blood arena. 
Report to Nakansi at Invasion Point: Cataclysm.	Invasion Point: Cataclysm	Now that we have access to the Legion's base at Invasion Point: Cataclysm, we need to figure out a way to shut down their operations there. Shadowmoon Village won't be safe until the Legion's presence is erased from the valley. I've sent an advance party up to the invasion point to help you formulate a plan to destroy the Legion's supplies. Go back to Legion Hold and step into the teleporter with the green crystals above it. Nakansi will meet you at your destination. 
Magistrix Larynna wants you to go to Manaforge B'naar and obtain a Bloodgem Shard from a Sunfury Magister. Use this shard near the larger Bloodgem crystals and return to her at Area 52. Completing quests for the Scryers will cause your Aldor reputation level to decrease.	Bloodgem Crystals	Kael's magisters have refined their usage of mana crystals to the point where they can siphon large amounts of energy in a matter of seconds. They do this by attuning smaller bloodgem crystal shards to larger, fully charged ones. Go to Manaforge B'naar and obtain one of these shards from a Sunfury magister and use it to siphon energy from one of the larger crystals. Return to me so that I may study the effects of the aura. Do not worry; any side effects should be temporary. 
Altruis the Sufferer in western Nagrand has asked that you kill 2 Felguard Legionnaires, 3 Mo'arg Engineers and 8 Gan'arg Tinkerers.	Buying Time	As long as the transporters stand, nothing we do to the forge camps will have any permanence. We must find a way to destroy the Legion structures. I need time to devise a plan of attack. If you can keep their engineers and tinkerers busy, it would greatly slow down their progress, buying me the time I need. Stay as far away as possible from the overseers, George. They are extremely dangerous beings. 
Give the Dragonmaw Flare to Commander Arcus at the Altar of Sha'tar in Shadowmoon Valley.	Commander Arcus	The Dragonmaw only dare attack us when our guard is down. They would face certain defeat if they were to attack us while we were prepared. I want you to let them come, George.<Ceyla nods.>Yes... a trap. Take this flare that their overlord gave you and deliver it to Commander Arcus. He is standing guard right outside this building. 
Collect 5 Shaleskin Shale and give them to Boots at Area 52 in the Netherstorm.	Securing the Shaleskin Shale	I make a good living selling drinks to the boozehounds around here. But I want something more! The rocket-chief is always telling me how he can't perfect the rocket fuel needed to get the X-52 off of the ground. We can solve that little problem for him. For starters I need to extract the oil from the shale of the local shaleskin flayers! It'll form a concentrated, if explosive, base for the mix that I have in mind. Find the flayers, and their shale, all over the place near the purple rocks. 
Speak with Warden Moi'bff Jill at Telaar in Nagrand on Outland.	Hero's Call: Nagrand!	The King has requested you represent him with the Kurenai settlement of Telaar in Nagrand. Seek out Warden Moi'bff Jill upon arrival. 
Audi the Needle at the Stormspire wants you to bring her 10 Dome Generator Segments.	Retrieving the Goods	<Audi looks around and then lowers her voice.>I'm sure Shauly told you a bit about our work here. When Jaxon and I are out in the field 'hunting,' we've been collecting pieces of the ethereal eco-dome generators and hiding them in the nests of our prey, the raptors in Eco-Dome Farfield. It's a remote area to the northeast of the Stormspire, close to the Netherstone. I don't anticipate you'll run into many ethereals there, but would you be willing to help us collect the dome generator pieces? 
Speak to Veronia when you're ready to depart to Manaforge Coruu. Once there, speak to Caledis Brightdawn. Completing quests for the Scryers will cause your Aldor reputation level to decrease.	Behind Enemy Lines	All arrangements have been made to take you to where our spies are hiding. Just come see me when you're ready and we'll get you on your way. 
	Single Firewing Signet	 
Rescue Manni, Moh and Jakk from the Fel Orc camps and return to Foreman Razelcraz by the mine northwest of Thrallmar.	How to Serve Goblins	Why would fel orcs steal my shredder parts? I hate them so much. They just sneak into my camp here and take things all the time. A couple of days ago they stole three of my peons! Now the rest of my peons have run off because they are afraid they are going to be eaten by fel orcs. I can't run a mine without peons. If you could save the peons that I lost maybe the others would come back. The fel orcs have their camps along the wall to the southwest. 
Deliver the Meeting Note to Tree Warden Chawn at Evergrove in the Blade's Edge Mountains.	Did You Get The Note?	The cultist dropped this note, which apparently was to be delivered to Overseer Nuaar. It is signed by someone named Kolphis Darkscale. It is likely that Tree Warden Chawn will be interested in looking at this. 
Slay Chancellor Bloodleaf and Corok the Mighty and recover Illidan's Command. Use the Kor'kron Flare Gun to signal another Kor'kron Wind Rider once you have accomplished this task. Speak with Overlord Or'barokh at Shadowmoon Village in Shadowmoon Valley should you lose your Kor'kron Flare Gun and require a replacement.	When Worlds Collide...	At the southern end of the Path of Conquest, near a stationary caravan, I discovered what looked like a meeting between a giant and a blood elf chancellor. You've probably already noticed the smaller giants on the path as well. Something is just not right about all of this, grunt. I want you to fight your way to this meeting and break up the party. Recover whatever you can from the scene and then call for one of us with the flare gun. 
Lieutenant-Sorcerer Morran at Kirin'Var Village wants you to capture 10 Energy Isolation Cubes from the blood elf operations at Manaforge Coruu.	Potential Energy Source	We are not the only ones battling the influx of the mana beings. The blood elves, too, are troubled by them, but I'm not sure why. Whatever they're involved in over there, they don't seem to be stopping. Instead, I've seen them employ a variety of methods to kill the creatures. The most effective involves magical defenses fueled by some sort of concentrated energy. Capture some of these energy sources and bring them to me. Don't hesitate to stymie the elves if an opportunity presents itself. 
Deliver the B'naar Console Transcription to Anchorite Karja at Area 52 in Netherstorm. Completing quests for the Aldor will cause your Scryers reputation to decrease.	B'naar Console Transcription	You try to transcribe the shapes as you see them flash across your eyes. The results are less than exact, but should serve as adequate evidence to prove or disprove the Aldor's suspicions. 
Gather 4 pieces of Raw Farahlite and return to Zuben Elgenubi at the Stormspire.	In Search of Farahlite	To the northeast is an area called the Netherstone, a landmark not seen when this was a lush, green land. Newly-exposed crystal formations have shown us a mineral we've called farahlite in honor of this land's former identity. The tiny amount of farahlite we've mined has already proven popular with our clients. The highest grade of the mineral comes not from static deposits, but from the giants around the Netherstone. I can offer you a cut of the profits if you'll help supply the higher grade farahlite. 
Retrieve the Annals of Kirin'Var from the town hall of Kirin'Var Village and return it to Custodian Dieworth.	The Annals of Kirin'Var	Silencing the spirits has not bled them of their aggression as we had hoped it would. The malevolent spirits you subdued have reemerged in the streets of the town. We must uncover what is causing this to happen. The destruction of Kirin'Var was just the beginning, or else the spirits would have been quieted by now. The town hall in the southern section of Kirin'Var maintained a logbook of all the residents. Last I heard, it was in the keeping of Battle-Mage Dathric. Perhaps his spirit still has it. 
	The Botanica Reward Quest	 
Bring a Dead Mire Soil Sample to Vindicator Idaar at Telredor.	The Dead Mire	I have lived among the anchorites of Telredor for some time, George, and in that time I've come to know the marsh quite well. Recently, I've started to notice a disturbing change in the land to the northeast. Virtually all life there has begun to wither and die, seemingly without explanation. I have a few ideas as to what might be happening, but they are little more than speculation. If you were to bring me a sample of the soil in that area, I may be able to get to the bottom of this mystery. 
Bring the Fel Orc Plans to Bertelm at the Allerian Stronghold.	Fel Orc Plans	The writing on the plans is far too delicate and precise to have come from any of the fel orcs. You can't make out what the text says, but the implications are pretty clear: the fel orcs are taking orders from the blood elves at Firewing Point. Why would the two forces be working together? Bertelm might have some insight into this odd alliance. You decide to make your way back to the Allerian Stronghold and show him the map. 
Scout Vanura at the Temple of Telhamat in Hellfire Peninsula wants you to slay 8 Stonescythe Whelps and 4 Stonescythe Alpha.	Deadly Predators	The Broken that live in Outland have endured endless violence. It is of little surprise that as soon as the Dark Portal opened they flocked to it in droves with hopes of escaping this land. Unfortunately for our confused brothers and sisters coming from the south, the rock flayers that inhabit the Great Fissure see them as easy prey. Go there and thin the rock flayer population, so that our kin might have a chance. 
	More Sunfury Signets	 
Tradesman Portanuus has asked you to speak with Exarch Nasuun on the Terrace of Light in Shattrath City.	Report to Nasuun	I am most glad that you are here, Mechanic! Now that we have taken this sanctum, we must hurry to create a magical portal that will lead to here from Shattrath City in the Outland. My liege lord, Exarch Nasuun, is heading up the Offensive's efforts to do just that. He asked me to send along any promising candidates who have what it takes to help with the portal's creation. Please, travel to Shattrath City and speak with him inside A'dal's chamber on the Terrace of Light. 
Bring 12 Cursed Talismans to Corporal Ironridge at Expedition Point.	Cursed Talismans	George, we cannot allow the Bleeding Hollow orcs to possess their cursed talismans! You must acquire them for us so they may be disposed of, and so the soldiers who owned them may be honored for their sacrifices. Go to Zeth'Gor, the cursed abode of the Bleeding Hollow, and perform your grim task... return to me when you have collected the talismans. 
Use a Fel Reaver Control Console to take control of a Fel Reaver Sentinel. Destroy 60 Deathforged Infernals before your fel reaver fails. When your mission is complete, report to Plexi at Invasion Point: Cataclysm.	The Fel and the Furious	<Plexi leafs through the manual.>Well, this has everything we need, but there's just one problem. Fel Reavers aren't really built to respond to remote control. We can modify one for you to use for a short time, but you'll have to work fast, or there's no telling what might happen! I wouldn't be surprised if your little stunt with the fel reaver catches the attention of the Legion's lackeys, either. Keep an eye out, and whatever you do, don't forget to destroy as much as you can! 
